is_fraud,username_count_of_letters,username_count_of_vowels,username_count_of_consonants,username_count_of_capital_letters,username_vowel_ratio,username_consonant_ratio,user_country_id1,user_country_id2,user_country_id3,user_country_id4,user_country_id5,user_country_id6,user_country_id7,user_country_id8,user_country_id9,user_country_id10,user_country_other,user_country_high_risk,user_country_medium_risk,user_country_low_risk,card_issuer_MASTERCARD,card_issuer_VISA,card_issuer_other,card_type_CREDIT,card_type_DEBIT,card_users_number,card_is_shared,card_country_id1,card_country_id2,card_country_id3,card_country_id4,card_country_id5,card_country_id6,card_country_id7,card_country_id8,card_country_id9,card_country_id10,card_country_other,card_country_high_risk,card_country_medium_risk,card_country_low_risk,card_level_id1,card_level_id2,card_level_id3,card_level_id4,card_level_id5,card_level_other,transaction_amount_eur,time_since_registration,time_since_last_transaction,transaction_currency_id1,transaction_currency_id2,transaction_currency_id3,transaction_currency_id4,transaction_currency_id5,transaction_currency_other,email_sp_registrations_number,email_disposable,email_haveibeenpwned_listed,email_number_of_breaches,email_domain_free,email_domain_custom,email_domain_registered,email_domain_dmarc_enforced,email_domain_spf_strict,email_domain_suspicious_tld,email_domain_website_exists,email_domain_age,phone_is_valid,phone_number_is_shared,ip_proxy,ip_vpn,ip_suspicious_open_ports,ip_is_harmful,ip_users_number,ip_is_shared,ip_country_id1,ip_country_id2,ip_country_id3,ip_country_id4,ip_country_id5,ip_country_id6,ip_country_id7,ip_country_id8,ip_country_id9,ip_country_id10,ip_country_other,ip_country_high_risk,ip_country_medium_risk,ip_country_low_risk,device_type_phone,device_type_desktop,device_type_other,device_os_Android,device_os_Windows,device_os_iOS,device_os_other,browser_id1,browser_id2,browser_id3,browser_id4,browser_id5,browser_other,device_adblock,device_cookie_enabled,device_flash_enabled,device_font_count,device_hardware_concurrency,device_plugin_count,device_private_session,device_touch_support,device_webrtc_activated,device_webrtc_count,device_hash_users_number,browser_hash_users_number,canvas_hash_users_number,cookie_hash_users_number,font_hash_users_number,device_hash_is_shared,browser_hash_is_shared,canvas_hash_is_shared,cookie_hash_is_shared,font_hash_is_shared
1,12,3,8,2,0.25,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,18.49,737.0,737.0,0,0,1,0,0,0,0,0,0,0.0,1,0,1,1,1,0,1,9140,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,27.0,8.0,5.0,0,0,1,0.0,171,1,186,1,1005,1,0,1,0,1
